pubkey,ip,capacity,partner number,channel number
0207481a19a3f51a48f134e95afa67cfeffdb38a99b5ad3494a320c4918aaaf579,163.172.174.151:9735,0.02758716,15,15
02e7c42ae2952d7a71398e23535b53ffc60deb269acbc7c10307e6b797b91b1e79,93.123.80.47:9735,0.02000000,14,14
021d2436cab847373a4212bf6d754ead5304f5d0791479643893a837b295f3441c,83.162.196.192:9735,0.17331723,14,15
03dc5172652827bd39d51f2a0f2021c1172a25a708d604d1b95b09aff8f22f8607,35.185.11.48:9735,0.00221600,14,14
035b77c3fce9b43de1b61d5814e0f162dd921bf5357d82d3b4f65b46700fcea3cd,165.227.12.201:9735,0.00000000,14,14
02b3877314aff657216ceac039244fe94e7116af10cfffac0232fefa5903c62a58,104.223.94.251:9735,0.01937214,14,14
0203d2e8662e68382f4459c881e66fd815931b07575558f09d63ff40769a3727dd,35.196.103.153:9735,0.00458000,14,14
02186884f3175a4935f7ed48cd45bac81391073d4fc5bb706037d083bae3f18036,35.196.246.198:9735,0.00344800,14,14
02b90365acebc10a9ff6a4deec63c638e553ea50e6138c638795e1699c09bc283f,35.196.108.199:9735,0.01546100,14,14
02634b5d6b7db0cf26025bb59ddf1eafed2f1857de3550c129cfd7dbfb403c4e0f,52.166.89.83:9735,0.02064392,14,14
035acfd5fa93e2428a7c2311ce5c3fc48da8b49a8d97f6437a58a165717cef1193,95.94.225.61:9735,0.12788074,14,15
02e6b17c5a7a2461df38d0a571d92660f38ed5bbc847166ee655a1d0f83c1aa5ac,99.43.41.3:9735,0.02896183,14,14
031b6ba6271514bd30202ba007a1d2ef2e2106aaa5774183c570137251687407dc,94.176.237.167:9735,0.02920831,14,14
03ac27acff678ce4a2f25756612d3a83e2cb4d7552db168d3bb15482b92c80215f,47.189.73.170:9735,0.03045000,14,14
02f8fb8865f0540ffc8c8a42d596a9ada05cb1af52a9f6d69c02d6bbd343003752,104.196.19.86:9735,0.00396853,14,14
02b65dbae39dc11c2577c318ebb82696651377be09187b1a9b0364a417a1d96815,84.246.200.122:9736,0.10903927,14,14
0335d4f1152e8f54584d14f540fe0c100cf98a878ea4ff73e21ca8919d563ecc4c,137.74.201.237:9735,0.02125533,13,13
03bf7528f412ef621ac4898e4815a7c94d427e719eefbac41d32c0e710c299143d,185.67.204.80:9735,0.00364600,13,13
034c5950fb9db3809b3eb6707f79bfae114a001b579d5516fa947d9d860094b4e9,77.136.104.192:9735,0.01176527,13,13
03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,18.191.89.219:9735,0.08810000,13,16
02fd9e6f8c5816471a31e5431a80ac0d42fcc2154211e39b2d7fd9f819e65365a8,35.231.110.224:9735,0.00756444,13,13
02740c62f38896511eb98479036b06907fcac283f62d08b756a1e25fb55e3f6772,173.212.235.121:9735,0.18808825,13,13
0399115dd0ed64fb46787de1fe9cd71dd38e2165c86b05c4ee77624de924b3c5df,140.82.38.49:9735,0.00000000,13,19
025ce4e3a87a832a535aabc2b33ec06eadd55568824484ff03e2b2bd5302b733af,None,0.02800000,13,14
02075411a70f9d1f7e91ac07215d2cac387d4a413557f648c463d11916c765c397,208.110.65.114:9735,0.17439712,13,13
025b32be8c9ecb739beda84dd2989e3d67d0ea1f13ba99cd3eb3962ab0ff564cbc,35.227.56.45:9735,0.01137985,13,13
032c7e99be98d9591a0aa9c34f0ac2963b53fa7a6277d2b4875d5f0d2ae52cedfb,35.196.70.242:9735,0.00827431,13,13
02c0199eafc45d6ba64a1e18e2fea46d7e88ba17c4eb56a9d258de1b6e4a1987ed,None,0.02300000,13,14
02a9d407290c46ddf49809d4f3ccae2cd7c706606c164957cad1860c6605f03d9b,75.27.102.248:9735,0.19509622,13,13
031005495ec32c915c992930a0a9471e9b832fd77d133d8417729084779a308b1a,None,0.05053317,13,13
028000cc256fde5a246f0470aaa80c443902df90df8133e806f9060977d9a063c4,104.196.128.83:9735,0.00608599,13,13
039195c0969d69f9a25839cb44bd5e858bd9e3971638959f0e657bffa6692b43f1,13.92.141.163:9735,0.07041822,13,13
0265fae305778b7cb157365f70cf3a2047d2cad5c1ccc5f550c6d8a033084a8ea5,37.205.8.78:9735,0.04746812,13,13
02241e1d480fcedaa1268574d530ef8ed5545bacdcd391e40ac58cbed30d001d40,36.238.117.79:9735,0.03102735,13,13
0350a241aca91b8f6a694f1643a93b2f5022c226ae7025868ddaf9c87e5d4e4e09,216.197.65.246:9735,0.05799527,13,14
023033a65a59d8960970ae8aad940dc574594237ad1276344e8c1d73fe5efe56bb,None,0.00405349,13,13
032b31feacb6d645c9a83a015d2b52d549205ef515ddea9f0a6b8a4a657eefec3a,94.130.239.161:9735,0.05359528,13,13
0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266,23.237.77.11:9735,0.09280945,12,12
03253d08b3933ac09f9c960355501f3e6449c03464bac4ba9b16cc7fdbb937d377,198.100.147.6:9735,0.00000000,12,12
028d67e0b5f3248496892f2a03d3df0d8c05ea81fb9a7d0c7e9f5774650bb2c216,None,0.02200000,12,12
022c699df736064b51a33017abfc4d577d133f7124ac117d3d9f9633b6297a3b6a,46.4.33.195:9735,0.21019798,12,12
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,18.184.237.59:9735,0.45286163,12,14
03b19a1684e675e33a1cdeb651f13608088aca79bc9dae93a7d373a2d727a56841,80.211.252.216:9735,0.10619821,12,12
0386f735c23e9c39fe25093936f01c42aa6cb0a5a42935e1649d9b949ba87107b7,35.190.146.199:9735,0.00791500,12,12
02f85d497218379c346d1d23674af55e1eb27e252bdeff4ba2875a95b98b17cca2,188.195.103.164:9735,0.00000000,12,16
0333f3df5d251d1a8efc703b9319cf2ae73aad885bedacad8082e3fdfd5873eca8,35.196.122.206:9735,0.00375000,12,12
030f5d7b1ed7dba58cdedea67e20d7e24e6c0701c50b204dcd4f92ff0f8f3a0d9d,35.196.22.249:9735,0.00211580,12,12
0291cd4e81b56e7515c24c6a5e7d175b5d25ea0ce0bfa66b060f79bdf93e1456b6,91.205.172.105:9735,0.00000000,12,21
02628d8e2f33869db7417c8da48947d441dcd839e0a3ce5e91f9c790d1131cf9f7,85.114.128.101:9735,0.02258373,12,12
03aeca3b52e028b68c67d01a62eede65df55bda5cd04e4341ac42688d25fc151cd,73.239.115.62:9735,0.16297616,12,13
03118c0c6c332d6c597d9697f7acea59e08a5e3dce92e94cee129173089c2e1c89,None,0.04915864,12,12
02b41692ce80168d4068d7da477bd7cf65b642295171bddd51b11bd9b7ce83cae6,85.86.168.67:9735,0.01083251,12,12
02ad68e300e0ff99fcb7fcfc7bcd62d4fd94061bdce708a1e8c9b429aab04e17bd,173.243.64.48:9735,0.02805949,12,12
02ba6da2221ea2d2a86578654c18a7f1df5cedb689d7dbb6f6f92bc4c0588ac7b3,173.249.4.154:9735,0.02532661,12,18
02de874acb4af41a685c112b68a30b67a2d5cdb57cd601c96b18ced1bc2699229d,176.115.25.48:9735,0.00544100,12,12
0259f78fc608eba4d974177493deb68b885c1016ab8fbf69bc87a8edd7e3739894,178.62.81.192:9735,0.03607261,12,12
03b7802e8ed9fed4cefed50d0074100368c1b2c46d9e8f1be55f55133495340c60,146.120.67.44:9735,0.02886492,12,12
03d230e83b40d70a05cc6bb325143739d12d527432622d0e5376e7f9e8aa44c72a,35.195.10.85:9735,0.01101999,12,12
0280d7fa7869b74dcc8d34eccf3db1003b35a0af019700e9407106301e97a81c82,35.230.19.240:9735,0.00282000,12,12
02a00e8c2877df1b8ebe2833976f8562662c5addab483bc26400adee051b843958,75.19.27.28:9735,0.01427266,12,12
02587704695048661f32522b3ae25172601544435791611070b5f6176e8b457394,35.204.202.183:9735,0.00430150,12,12
0301f33f9025d623df59eef0fe57813062447cd427cd4709ed974d12f268686db8,173.249.29.36:9735,0.07382480,12,12
024f8a8350dbc4a572f51618c9aec5458559d5fdf255b00740bb031c2d51ae25a7,51.15.84.98:9798,0.01634544,12,12
0290fb6ecd5865f7a973e1d48ffbc2612f80f6a2defbd6a188928bd0492bc2847e,142.162.42.47:9735,0.14381914,12,12
02829de2d8762ac70f6a243c7e210e1a41d7bc9fe909d09f120b7f0b0252c83858,74.71.22.170:9735,0.01906123,12,12
03adae695ae0e060a75dd6a3a1db11f9d70de1e9a298d112cc593e4631beefd123,None,0.00202703,12,12
0201c0130bff6c44f7467cfc4d1343741521489177c24fd9e6fb346a16026ee978,34.214.118.34:9735,0.00938672,12,12
03939ff69d65a13c4bb2585042e7eb7e75a7c77289ab5794d1b973721d86c6839c,213.113.59.127:9735,0.06274057,12,12
0313f9449cdb528dc9707c02da507cc9306eedc415091c07dc75dcdf621844a5ab,None,0.02774434,12,12
03a76b80027d7c067e0da77da95880faaf89e9bf87b73a7d57bd4a3f2a124b764f,13.75.194.120:9736,0.53378253,11,11
02b92c955ea18dd5a4ea23769a1b6bd9b3ab4b3258ba3eb2e09da1ca5f4a77380b,62.169.185.241:9736,0.00000000,11,12
03480a3bbf56dea2fbeeabfe7fcfd1fbd6a4070e126f0f83106b06eca6fd3297cb,None,0.07148000,11,11
02061b26c4322b351331fcd1ab12be3b94e9eb7e6d6cc79e5c8ee81b77c2dbd470,23.233.194.130:9735,0.40883769,11,11
02dd8d892c348ab3e958a77fac061b352dad4320fc12ad0a04090aff9e64c366f4,35.231.122.111:9735,0.01374445,11,11
0375eeda96bc619994ebf36b7e7bfcf4c7f2b08111070724fa6c69571db8481525,69.64.46.120:9735,0.00737499,11,11
022a83433fc5c4f525aba9d73960f65444e29ae14713bd8f9a5e0d3d9ae5d3df22,35.196.28.199:9735,0.00512445,11,11
02ed611a79eee5fecd891d0c10a97a8e15262688fbc989aaa25750e14704bbc7cf,188.23.45.49:9735,0.00753224,11,11
024bda1ec91b277d311aa60d04b1fb856efcc7897c876746b680c1f985fe973f73,90.69.63.220:9735,0.07729281,11,12
037db187082c5ed384a60832c3a9dacdce4fc191af861af93422fea758c14872a3,35.196.38.185:9735,0.00600445,11,11
02d29613cb797603b3568bc0fa41fca58ad7cb93b1df2ebe40bb7a7f07908278d6,173.249.2.143:9735,0.00507178,11,11
035ee4232e84202c4c7a70f479beba74a424b7ee6235123400071844fa2efedd7e,79.115.186.167:9735,0.05184465,11,11
03ba97b0e0b0a48a7743ff545b4d13626e06d85679741bf930dba16ddd5c7862b3,138.197.190.145:11735,0.03464253,11,11
0374b99124b9f6496c48116a0e7d271ba50ce18f937df4be4ae6c13d5164247b25,134.119.179.55:9735,0.08523619,11,11
03ce88a9b56c4601d4fbb224228cf095d84388dcc6a2199ad8ad857a814bf462ad,66.56.60.155:9735,0.01350468,11,11
03f63c4ab501a9b4dfc1d26f78f8f259d86a4754d316a878d0b166c58829f76ead,83.226.197.64:9735,0.06590687,11,11
02c67b64efdb5db26b90d79f1ed9012e637c4cb3bfa9e74abed617d19b9e14a34b,35.227.30.73:9735,0.01150500,11,11
033dd79123e7c386655f72d3eed186c071ef3b4a625d3fb9f613635e6483ff6823,88.99.36.224:9735,0.09588570,11,11
03ec0c1e45b709d708cd376a6f2daf19ac27be229647780d592e27d7fb7efb207a,91.64.177.205:9735,0.06879575,11,12
03fab7f8655169ea77d9691d4bd359e97782cb6177a6f76383994ed9c262af97a5,178.63.77.56:9735,0.04754060,11,13
02ac9c298789d2387d2534481dcc0e4f98fda7b235faac3965861b7be9d090ccc0,35.231.7.69:9735,0.00256234,11,11
033bcae00cc8cef3655fd7ba0bbeda83621f6c46b0ee44c44ee31bd3df71de5dc9,46.23.169.183:9735,0.00615000,11,11
0201d3fb63901ffaaa6ce535c9227fb3dc4646b6276096dd10c8a12e178ac9886f,51.15.84.98:9797,0.01524090,11,11
020976875f2a90838859bcdb280b6dacdcc0a9854764b5ff02b138ac9ca91a5e8c,None,0.02826100,11,11
03df95ed69a109deeb71d3dabe9b9a289ab561fa731c8fc853d1c70847597933e3,35.207.7.46:9735,0.12414444,10,10
03ffebc9d9ae5aae207c2b4552761c0cf68a867d86a042e9557fbb82d394b0feef,92.117.50.91:9735,0.00560000,10,11
027ce055380348d7812d2ae7745701c9f93e70c1adeb2657f053f91df4f2843c71,137.226.34.46:9735,0.03523437,10,10
0272ddcf1446a2614e661e0bf1afe2c684038593cf0bf253bb002ca3be4a250091,35.229.103.129:9735,0.00112498,10,10
021084fd9835fcc7d9256a737b067c91eef5f8893513a4c1fafc354b806afa01b3,35.196.118.254:9735,0.00280000,10,10
037f32400c108f8385db94371bfcef08948bc0042069c1ef6f39086cdf23420ee5,92.206.64.27:9735,0.00761222,10,10
036b69058a463d6b97b2e1abac05fed5df6598470f9ffa22896fa8feac56994725,79.181.32.246:9735,0.00000000,10,17
025506104970bb7c06c6d7ce5fdec7bef43fe67c29f7214059b6a24d06127e080a,35.231.156.144:9735,0.00168700,10,10
03cf86518ddb61a80ecf916a4e1a9a56740ad8c8bbe25c55fa44cea692a944e4c9,35.196.16.15:9735,0.00153000,10,10
03b9cb837a85f1ccb4a0476b8d680b9fa8e2a1304088dc174933f1129d328e7a99,35.231.243.77:9735,0.00345944,10,10
036f709187264df770bd453270a95b579595a42cd89eab2ea437dfd537048a7250,35.230.103.203:9735,0.01330266,10,10
0219fc8bad855d3c861166a89d637950242230fd3d475bb4a2d1da8c89b97beb0a,185.228.137.102:9735,0.03924581,10,12
029af9e9faecd4d87599778601a57b1c0a0265698c6dac80fddcfc559a2a7b033c,35.227.51.236:9735,0.00752722,10,10
027cf99e95e346897a6f88212d5240fa790e3b4c97581bcffa354de10128998ce7,80.211.197.44:9735,0.02390000,10,10
0249c30c3aedc95d87e430f4b6c076049714c5b7ea536d4e4e1863c5ec8f73821c,41.57.105.164:9735,0.22252078,10,10
02170068e07c0ae6f5a144548c279ebc3e8b5da1e921255fb16ae7b39cea777522,47.42.232.204:9735,0.05499690,10,10
029c3d002cfa4f6e2dd762e2ae268c46560c58fb05c4cb32f488f5465556769eb4,86.88.243.39:9735,0.00852752,10,10
032925faba461d86f51c2e019fce9f8929795bf974b5114a73b5c8ad263d6a2c5e,None,0.02894653,10,10
0350052352bbf3d13cafe5217d1d9d63bf32fd881cbef62675b4b271ecc357cee4,95.211.185.14:9735,0.03758160,10,10
03fa94bc4aead4375faaade28d33ef336d4124347843f258dbd66ded9799cb3dab,None,0.00029500,10,10
03e6716879c3bca5c8ed3f24d0da085442c2bf8beaf569347370ea853b8b0435db,35.227.58.28:9735,0.00082350,10,10
030a7edba83a52414807aaf46f1c6efc6ff87994b6328d503a785a56c753648c57,35.193.213.82:9735,0.17273715,10,10
037b7cd33aada9dd91ccb95857d8f71c34fd31c426057016f28f48b0633ae844cd,35.196.230.88:9735,0.00046000,10,10
03baa70886d9200af0ffbd3f9e18d96008331c858456b16e3a9b41e735c6208fef,45.20.67.1:9735,0.00466554,10,10
0317dbe0879b3c79c6c7c1843096a89c80762665b4d4548984f36402f007896b08,34.228.122.24:9735,0.00722642,10,10
028ffea132e7e1d8e5191f7f4dfaa6b5c20509a6c668111b62c21670ce53139560,35.188.113.18:9735,0.00584934,10,10
024d2a7636c331eb2b9216ee40405e105f0b887479517f10b6f3cd0cf87ab280fa,159.89.104.197:9735,0.03774000,10,10
02006b7be7ea4b7cdf181c5c7b338e80904f13173220eb07e991a268e518a35b4a,81.83.154.157:9735,0.01970151,10,10
02ef8eee471a04b6f5bc9eb69a2ea9625e71f3b93a5ee7dc6350474730cd1f29c9,None,0.00330934,10,10
029efce538a7f6ba7873b1bd00e0028ca39a658b96af326d349fa45bfa34226073,173.71.149.66:9735,0.01328000,10,10
020de4c7b3fcca7eac8fe5ac0fb9c87400db5a931baec35251fe7c55f0d0f91773,212.227.253.11:9735,0.03405023,10,10
026106b6f7287fa361332864f2ab8d24c8227202e071848959b9c4e5eca1094374,159.89.21.77:9735,0.09785631,9,9
02ab16f790c7727eac2048771cbe95cbcc1aa93931558c0fd87c06d5c389475a7b,159.89.97.171:9735,0.02899719,9,9
03156030cb5fdb9400ccbad9b5d9111f547765a8b4c9cd8e66f1d52e95a2ccfde1,159.65.9.48:9735,0.00710000,9,9
02d776ab8db0f62572e0435a70a5f3f3b2ee803357cbef9f915720a9d377a71c6b,181.166.168.210:9735,0.04903457,9,9
0283065d6d5b1fbeaa1f21e62755b4b834c4fabd2765d9522f5a79ec216fec3013,46.26.199.104:9735,0.00646666,9,9
024cad33164c0c182bfa81451491fce97ffbe9384c206b724b355d20e6a004bfda,None,0.00090000,9,9
022ca0a8a0c2278c8ec543e71b5a4d260baed616607570d540f19c4be5abbe2959,35.190.148.17:9735,0.00662445,9,9
0304421debf70608ac6836d9fb9f2c365a970cb5bb31147046107418fd568b3dbe,35.196.67.206:9735,0.00116999,9,9
02754df212918e119f425d4498a0bcbf1ef91de9586ae5330d7844f0c370ac89fd,35.199.159.45:9735,0.01234444,9,9
03910a040f79ea500ed8dfd5068ac6dc2124c0c5273a301f68330d2df0dca4a0cf,35.229.23.90:9735,0.00589045,9,9
03d2827ce3d8c24cb69c5ed1cfceafd22c2fe359803ade279818ae2a9aeb3a49ec,35.229.18.196:9735,0.00643355,9,9
02b1b0d3b11b0b4336c3e99a7eaae392fe9fe8431b9fe19f27ba1be63ed1b59584,81.221.134.180:9735,0.00408496,9,9
02272bd12e59324d0f2b231fb88f134b57eb26dd100d2cc007df50f18aa12455a2,35.198.182.182:9735,0.00505305,9,9
029c21e40cd3c42a382391ede7bc4e2e4624e7b5fcd55a6c8089b859fdffc63447,35.196.102.255:9735,0.01331667,9,9
023cbb6b82b5e8f3479e1ace7e7836b42bd95269234795df53735d5a4d80fc1311,None,0.00253000,9,9
03da6e998e03c3297359403625933256e28e1dbb2d2073aad714210d7ea4834c45,104.155.74.14:9735,0.03382673,9,10
02c5ee6bdb20562e7c699ab52baad72d119d8339ebeccff987363046b07570089d,35.190.170.108:9735,0.00303999,9,9
02b951f7d0e3e8bb1b875f2a544112ba8ca9657f5d8da8040864dc2c2c651a83a1,217.30.71.110:9735,0.00825906,9,9
02787d5ede6b165480f66ef2c0cf01ca4659f53a706f943f901c6ebb8e2596ee7e,173.212.228.95:9735,0.00134000,9,9
02e07adbecd263c0452e973fabf7ca3d9e1d79cbb5843a8a7a51df8829139ce4ac,35.231.198.147:9735,0.00067000,9,9
03aae6610dfc509d50341757642d09c640e52fca896188ba31c537b43ccd562dda,77.251.68.96:9735,0.00347000,9,9
025b9dcfe847cd704ca357f3890680b55989be2ae3cf044b5d1a04e3318d1fbf28,188.86.70.228:9735,0.04316167,9,9
034ac0b6fdac5b55b9043c4b12d1b941cffa57f2622731386aab2eb8ca0ff1ebd9,35.229.122.174:9735,0.00156200,9,9
03d612b0dd6fe3b18b9387758ff254ab1c48f0381db0a91a1342e9b5431e07ae40,35.231.51.200:9735,0.00074000,9,9
021ab6a3223751350f64811e884a7b7b387870e35b62803b2539a5841cbbd96e0c,35.194.84.99:9735,0.00318800,9,9
034fac91e67d1e5802916816ed929d25a2718edac2f7ff17b7a7668d017f110277,24.52.228.99:9735,0.01721221,9,9
03fdf142952c32c698760973a9014a7bbb68cc395b31c3c3edd81a3a632957be74,35.196.176.108:9735,0.00215222,9,9
028c62619d11ceb4c2cd1837a8d7a166cae17309f114804057b4d44816fb8a87f3,35.229.34.128:9735,0.00114000,9,9
0354d8382003663d8d825954224f80dcbd740b5031c5a588277a20c75586d41053,38.87.54.163:9745,0.04099176,9,9
02a1d2856be336a58af08989aea0d8c41e072ccc392c46f8ce0e6e069f002035f3,165.227.7.29:9735,0.01615701,9,9
0361b6dfb36c8e1746e502a3e24e0c766713bb071a567d58e51733941abbd2b534,35.190.153.189:9735,0.00260789,9,9
0333da661b86064057d66be87c6e6f38ba05ac9b187dff68ea3584030c83e05ef7,35.227.81.65:9735,0.00299399,9,9
03377f891367579d0cdfc2833bc323a1d01514eea40d48cce86d31e398223e0cb3,84.105.61.15:9735,0.05650100,9,9
0333b58f86a0c31da7ee61a4bc2232faccf8c4fe4167fe0dd9ce019fe03e82faac,52.215.249.189:9735,0.00303200,9,9
03fcf9e53678d18e51f0e2da4515caa64c517e3f8cc804809b44ecc165d214b3fd,75.19.27.27:9735,0.00636550,9,9
02952cc6b7f92226e490d6354636604a26484a396627c97661c932ffc55042a500,62.210.36.142:9735,0.01196692,9,9
02d76bd24afd87d3591b0f349ee2f3cef4e090f3fb0e7254988cbc060a75aed029,None,0.00100000,9,9
02e1f8a072ef71f02657b582bf1a2bfd1cb4ea119d19c3ebf39476e2831a8359bc,163.172.171.119:9735,0.02487044,9,9
02e25e1c48f305676493426a657c37a1bd309ba79ac8be0909c7befc092425c11d,141.0.148.11:9735,0.00083250,9,9
0271d98f7dfe66198f045690f552a9126abb0aa1585f0061854e780b7e08e6dccd,163.172.139.73:9735,0.00620449,9,9
0384ef87d964a2aa61373dffb8fe3d74385b7d3e3b0a13a8658e6f3af54d69b548,75.148.79.50:9735,0.01947426,8,8
02d59986ca2d61b1df9bd467d6d499f4c8a27099971d9b9d9feb337892bae7dbaa,13.77.160.109:9735,0.01966432,8,9
03f9d34e9a5564064730e76b2566b8185725fe5143dda6bdc35ba940687f9c980b,62.169.185.241:9735,0.00972475,8,8
039128dd192e21009f4eea7fa973d21ee9010acef0d9f7c922175aa87616dfe4d9,89.230.96.42:9735,0.01720000,8,8
03a2b9adc3086b0ba7844bcda0159f11967e5558e430f168ee7ee797cb9830d742,77.53.53.196:9735,0.01650000,8,8
024a8228d764091fce2ed67e1a7404f83e38ea3c7cb42030a2789e73cf3b341365,95.211.207.81:9735,0.06205721,8,8
020a8396e245e20dfba19c9c1ab8d13a19b9d80eb5b96fe253fbaee8b8c836c4c9,35.196.51.137:9735,0.00895000,8,8
02a09bcef1a09ff7355dcb366e42878ed4040625985ead5dded16fd6710279e560,95.208.146.17:9737,0.01286643,8,8
0394797d35ae660c6d71e226839cc2dd19a3bbf78179a66644170d035a2be98a79,35.185.58.95:9735,0.00143303,8,8
02c2c50f159429c53523138bafa566cdc26db73af91b623707b33b722aba9665ea,179.34.184.168:9735,0.00369683,8,8
02a4b5f00bc1072169db6cc76e2250178993f1bcf0bcabc4fa3f3b6db758a05240,35.196.46.242:9735,0.00544445,7,7
032c03a87434411f87cdd82398707ccd992fdd7dab434283ded67be0fc5e4a0271,94.130.147.211:9735,0.02068872,8,12
02ce8d3e97ba98e02f5c739cc69b2dc4dda78404baa229c720d89753db75bdcb23,86.167.202.137:9735,0.02518408,8,8
0261fe8aeb3ee5d5c5fd51aa47f6c5a7a7cf5689dd877b8df25b3d05ec8f0a439f,35.185.60.45:9735,0.00176048,8,8
0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff,158.140.135.240:9735,0.02469539,8,8
032786e048f54d70450fc255ac198ebbde172b11f1711d83d32c6d328d25ef24a5,24.28.12.35:9735,0.00000000,8,11
037d706d809b71937dfeab0cc0577018d31bca5a729605529c5fe746924b2562bb,35.231.92.48:9735,0.00574556,8,8
038e6dca99bd567bb2dbc665a6cdea61f6093cea9680b85a2d9ad6844a906e8410,None,0.01224202,8,9
023949b49e18512c757d7577f017470e281d640699a21cd91a2e9fc6e5b93ba59b,None,0.01824205,8,8
0282f9df1cfac020482decb0d63734b9fec5bd2786aafa0d74c89524693a746245,185.181.176.246:9735,0.00240000,8,8
0324f10cb994d70329ffbe9482478ffbb22246be593ce8aed81b2ef4edd528809a,70.78.117.46:9735,0.00677637,8,8
03deedbfee762a68a44d2587560507e513ac185908728aaf053ad4a3c096d8acb0,148.251.186.36:9735,0.06507297,8,9
020ce41a1d772ea8c2c78c510328596c957175a118b6a63f1bde04c820e3044d31,104.196.44.86:9735,0.00258631,8,8
02b42fc1c719ecd194f1f02d07c5098915a79d92f65329d0e4cb26d2e5f4acd69f,35.196.249.172:9735,0.00050000,8,8
0370373fd498ffaf16dc0cf46250c5dae76fd79b0592254bf26fa74de815898a21,90.50.37.50:9735,0.09834157,8,8
02ed6fb8da399729412fea5f6b3405512f06c5ddf6c0e871aa72376a8993de40f2,35.227.30.204:9735,0.00145000,8,8
0206ee81d2906577e0f9217279eda8c08b86b44a2bd6a6f207947dcbce875be18c,72.213.60.129:9735,0.00686733,8,8
03517a98885bf3d7e196a0092ff138a15b209d424c4d8694d1485d5ed727c021f8,35.196.17.83:9735,0.00108500,8,8
031f751bd251f6682dea57eac04275a1d8e2abc5f91b8fa929f8730bc292d56536,93.245.113.72:9735,0.00547108,8,8
032b4be34fa4944c3a3ae55c3bdeed2b2d902bd02aa58339ec95ed91d4497bd41f,35.227.89.206:9735,0.00453500,8,8
039159464066164bae19f3400a4a3e4e81e7d008dfc4b085de56a7d64cbf94ff85,35.204.122.226:9735,0.00203500,8,8
031571481369c09d8a5418ca70812d92bea086a6033ef5a21e91faebb3dd71675a,35.231.73.132:9735,0.00076100,8,8
03746ab6a13a558c302ab225be9aefe343e5d9f059277b037a31ec1396bbe106bd,35.204.251.99:9735,0.00775455,8,8
03c06ad68539566ed023d137010e392dc3a7a101d061dd63c5c38c5a75b87b0fa3,108.232.191.201:9735,0.00517600,8,8
03d4d4b39a87f7964c0524823132e1fcb7a97d98d173b7237dac1d6de130562bad,35.190.133.94:9735,0.00016000,8,8
0379749b3a6bb297e746909df7531419bc4d05b5e31f21621c9f8ef52336b7909e,35.196.118.140:9735,0.00170000,8,8
03fc5b91ce2d857f146fd9b986363374ffe04dc143d8bcd6d7664c8873c463cdfc,None,0.01937169,8,10
03253b5f30348db6ef0547d9409cc6107d84c9e1f69869a8de3391bce598cdbb67,35.185.97.105:9735,0.02111500,8,8
023a112ae83a3260035e03b5d64f1562f26f3775c079c46cf384927a1d059465ca,35.231.80.207:9735,0.00484945,8,8
0256e4c629fb563485762666512d3c1f3d8bb58ba39021aedfadc9c89592b22180,52.212.181.120:9735,0.06960473,8,8
032379d21cbf7239eff2cbcd26b0a0e0b1ac41df2c845a2d19c5361faa1f43dd44,35.196.229.213:9735,0.00498545,8,8
02c06fd756ce1f846acb18f94706d4117fb2e8e0790f3d81176dec3ace2ef91e53,84.155.16.40:9735,0.03082588,8,8
03f8cc268aee64da50bfd2a877869559c74c561f04f2fbc27808859c4e205cc956,80.211.252.104:9735,0.00224845,8,8
028c227313d6e31a4559c13988998d40cc7aac980d064dbe80cafb687bd86dded3,73.216.126.127:9735,0.00317544,8,8
02f40890af885da4673f0ee9725ee74bb2c66d6491cc4334056a2701057993e61d,88.198.91.250:9735,0.04825027,8,8
026c551b2add0d8f7461e81bd7ca76e721484f04702867944ed138012ee7d6022e,35.227.63.211:9735,0.00457321,8,8
02ee1050616916748f4a21e0a9bc658da1d68a35c8344c051f3949894ceb9d0cfc,35.231.80.125:9735,0.01009779,8,8
02b58092be437eadbaee5d48d77e58a32e9e28873f5544e28ac058b56f8cd629ef,104.155.148.54:9735,0.00086333,8,8
02e4f9fbf93b1e82505064c9fe4a51bcadafe0d54645ca5d88ebf97f83d71246ae,None,0.00075185,8,8
027e9923151c58a7dfed9c2cd521587dbd0f0928f548b7853dde7475c21ad3a786,35.231.56.75:9735,0.00455047,8,8
027e6bd817f748faa085845bfbc1d8772626d8e34f3a2287eb75cbd30780855f07,None,0.01017723,8,8
026977ceabe8a4bd0f38153d781210b0bb685d8fea10a5dacaebb38925ff778cf7,176.36.181.130:9735,0.00749826,8,8
0270762bf41cd8f022877f8ae4f6cd9fc3ba26ed020705a6313f1e91ceeb729ca3,188.166.251.115:9735,0.05307222,8,8
0260fb7d376815c1fcaffab104fd519ff1221fbf58257bf83142f9b498df2bf840,35.202.244.141:9735,0.00012650,8,8
0371bcbde71d6cc591134e6d95592a9e8baac232a1e975ccd67c111864a5e8d373,128.199.192.44:9735,0.00159999,8,8
02dc523b9db431de52d7adb79cf81dd3d780002f4ce952706053edc9da30d9b9f7,188.107.95.2:9735,0.00302421,8,8
